idx,lat,lon,elev_m,below_threshold,flood_zone,note
255,38.731411,-8.935688,28.807,False,"Alcochete / Samouco marshes (2010, 2026)",
256,38.731834,-8.93549,27.955,False,"Alcochete / Samouco marshes (2010, 2026)",
257,38.732256,-8.935293,27.333,False,"Alcochete / Samouco marshes (2010, 2026)",
258,38.732679,-8.935095,26.718,False,"Alcochete / Samouco marshes (2010, 2026)",
259,38.733101,-8.934898,26.248,False,"Alcochete / Samouco marshes (2010, 2026)",
260,38.733524,-8.9347,25.242,False,"Alcochete / Samouco marshes (2010, 2026)",
261,38.733946,-8.934502,23.499,False,"Alcochete / Samouco marshes (2010, 2026)",
262,38.734368,-8.934305,22.187,False,"Alcochete / Samouco marshes (2010, 2026)",
263,38.734791,-8.934107,21.357,False,"Alcochete / Samouco marshes (2010, 2026)",
264,38.735213,-8.93391,20.362,False,"Alcochete / Samouco marshes (2010, 2026)",
265,38.735636,-8.933712,19.529,False,"Alcochete / Samouco marshes (2010, 2026)",
266,38.736058,-8.933515,19.41,False,"Alcochete / Samouco marshes (2010, 2026)",
267,38.736481,-8.933317,20.087,False,"Alcochete / Samouco marshes (2010, 2026)",
268,38.736903,-8.933119,20.048,False,"Alcochete / Samouco marshes (2010, 2026)",
269,38.737325,-8.932922,19.963,False,"Alcochete / Samouco marshes (2010, 2026)",
270,38.737748,-8.932724,20.58,False,"Alcochete / Samouco marshes (2010, 2026)",
271,38.73817,-8.932527,20.609,False,"Alcochete / Samouco marshes (2010, 2026)",
272,38.738593,-8.932329,20.336,False,"Alcochete / Samouco marshes (2010, 2026)",
273,38.739015,-8.932132,19.553,False,"Alcochete / Samouco marshes (2010, 2026)",
274,38.739438,-8.931934,17.71,False,"Alcochete / Samouco marshes (2010, 2026)",
275,38.73986,-8.931736,16.612,False,"Alcochete / Samouco marshes (2010, 2026)",
276,38.740282,-8.931539,15.927,False,"Alcochete / Samouco marshes (2010, 2026)",
277,38.740705,-8.931341,14.989,False,"Alcochete / Samouco marshes (2010, 2026)",
278,38.740863,-8.931321,14.671,False,"Alcochete / Samouco marshes (2010, 2026)",
279,38.740496,-8.931654,16.165,False,"Alcochete / Samouco marshes (2010, 2026)",
280,38.740128,-8.931987,17.124,False,"Alcochete / Samouco marshes (2010, 2026)",
281,38.739761,-8.932319,18.028,False,"Alcochete / Samouco marshes (2010, 2026)",
282,38.739383,-8.932631,20.651,False,"Alcochete / Samouco marshes (2010, 2026)",
283,38.739001,-8.932936,22.66,False,"Alcochete / Samouco marshes (2010, 2026)",
284,38.738618,-8.933237,24.06,False,"Alcochete / Samouco marshes (2010, 2026)",
285,38.738218,-8.933499,24.582,False,"Alcochete / Samouco marshes (2010, 2026)",
286,38.737813,-8.93375,23.959,False,"Alcochete / Samouco marshes (2010, 2026)",
287,38.737403,-8.933988,23.0,False,"Alcochete / Samouco marshes (2010, 2026)",
288,38.736984,-8.934195,22.624,False,"Alcochete / Samouco marshes (2010, 2026)",
289,38.736556,-8.934372,22.683,False,"Alcochete / Samouco marshes (2010, 2026)",
290,38.736122,-8.934524,23.002,False,"Alcochete / Samouco marshes (2010, 2026)",
291,38.735686,-8.934664,23.477,False,"Alcochete / Samouco marshes (2010, 2026)",
292,38.735249,-8.934798,23.375,False,"Alcochete / Samouco marshes (2010, 2026)",
293,38.734811,-8.934932,23.062,False,"Alcochete / Samouco marshes (2010, 2026)",
294,38.734374,-8.935065,23.599,False,"Alcochete / Samouco marshes (2010, 2026)",
295,38.733936,-8.935198,24.792,False,"Alcochete / Samouco marshes (2010, 2026)",
296,38.733499,-8.935331,26.351,False,"Alcochete / Samouco marshes (2010, 2026)",
297,38.733061,-8.935464,27.068,False,"Alcochete / Samouco marshes (2010, 2026)",
298,38.732624,-8.935597,27.673,False,"Alcochete / Samouco marshes (2010, 2026)",
299,38.732186,-8.93573,28.281,False,"Alcochete / Samouco marshes (2010, 2026)",
300,38.731749,-8.935863,28.805,False,"Alcochete / Samouco marshes (2010, 2026)",
301,38.731311,-8.935996,29.666,False,"Alcochete / Samouco marshes (2010, 2026)",
302,38.730874,-8.936129,30.482,False,"Alcochete / Samouco marshes (2010, 2026)",
303,38.730437,-8.936266,30.399,False,"Alcochete / Samouco marshes (2010, 2026)",
304,38.730001,-8.936405,30.277,False,"Alcochete / Samouco marshes (2010, 2026)",
305,38.729564,-8.936544,31.045,False,"Alcochete / Samouco marshes (2010, 2026)",
306,38.72913,-8.936694,32.147,False,"Alcochete / Samouco marshes (2010, 2026)",
307,38.728696,-8.936847,32.814,False,"Alcochete / Samouco marshes (2010, 2026)",
308,38.728269,-8.937025,33.479,False,"Alcochete / Samouco marshes (2010, 2026)",
309,38.727841,-8.937204,34.184,False,"Alcochete / Samouco marshes (2010, 2026)",
310,38.727417,-8.937393,34.759,False,"Alcochete / Samouco marshes (2010, 2026)",
311,38.726999,-8.937607,35.24,False,"Alcochete / Samouco marshes (2010, 2026)",
312,38.726582,-8.937821,34.855,False,"Alcochete / Samouco marshes (2010, 2026)",
313,38.726164,-8.938035,33.922,False,"Alcochete / Samouco marshes (2010, 2026)",
314,38.725747,-8.938248,34.041,False,"Alcochete / Samouco marshes (2010, 2026)",
315,38.725329,-8.938462,35.194,False,"Alcochete / Samouco marshes (2010, 2026)",
316,38.724911,-8.938676,36.133,False,"Alcochete / Samouco marshes (2010, 2026)",
317,38.724494,-8.938892,36.15,False,"Alcochete / Samouco marshes (2010, 2026)",
318,38.724081,-8.939118,36.364,False,"Alcochete / Samouco marshes (2010, 2026)",
319,38.723667,-8.939344,37.257,False,"Alcochete / Samouco marshes (2010, 2026)",
320,38.723254,-8.93957,38.785,False,"Alcochete / Samouco marshes (2010, 2026)",
