idx,lat,lon,elev_m,below_threshold
375,39.208093,-8.69704,17.68,False
376,39.208859,-8.69494,13.307,False
377,39.20969,-8.692881,11.59,False
378,39.210578,-8.690863,17.247,False
379,39.2108,-8.690499,18.62,False
380,39.210021,-8.692592,14.072,False
381,39.209242,-8.694684,16.335,False
382,39.208463,-8.696776,19.676,False
383,39.207684,-8.698869,19.127,False
384,39.206905,-8.700961,11.308,False
385,39.206126,-8.703053,9.313,False
386,39.205347,-8.705145,9.015,False
387,39.204568,-8.707238,7.615,False
388,39.203789,-8.70933,6.402,False
389,39.20301,-8.711422,7.494,False
390,39.202232,-8.713514,8.097,False
391,39.201453,-8.715607,5.427,False
392,39.202427,-8.714054,7.582,False
393,39.203902,-8.712724,5.427,False
394,39.205377,-8.711395,5.813,False
395,39.206853,-8.710065,5.749,False
396,39.208328,-8.708735,11.739,False
397,39.209804,-8.707406,14.057,False
398,39.211279,-8.706076,11.592,False
399,39.212754,-8.704747,20.182,False
400,39.21423,-8.703417,17.918,False
401,39.215705,-8.702088,21.017,False
402,39.217181,-8.700758,22.842,False
403,39.218656,-8.699428,20.767,False
404,39.220132,-8.698099,31.436,False
405,39.221607,-8.696769,32.666,False
406,39.223082,-8.69544,50.006,False
407,39.224558,-8.69411,93.809,False
408,39.226033,-8.692781,78.014,False
409,39.227509,-8.691451,76.348,False
410,39.228984,-8.690121,102.039,False
411,39.230459,-8.688792,102.518,False
412,39.231935,-8.687462,103.713,False
413,39.23341,-8.686133,109.613,False
414,39.234886,-8.684803,112.035,False
415,39.236361,-8.683474,111.408,False
416,39.237836,-8.682144,78.239,False
417,39.239312,-8.680814,88.512,False
418,39.240787,-8.679485,103.472,False
419,39.242263,-8.678155,74.303,False
420,39.243738,-8.676826,28.118,False
421,39.245214,-8.675496,24.291,False
422,39.246689,-8.674167,12.311,False
423,39.248164,-8.672837,7.244,False
424,39.24964,-8.671507,7.695,False
425,39.251115,-8.670178,6.847,False
426,39.252591,-8.668848,6.648,False
427,39.254066,-8.667519,6.714,False
428,39.255541,-8.666189,6.885,False
429,39.257017,-8.66486,7.797,False
430,39.258492,-8.66353,7.924,False
431,39.259968,-8.6622,7.928,False
432,39.261443,-8.660871,8.435,False
433,39.262918,-8.659541,8.993,False
434,39.264394,-8.658212,9.089,False
435,39.265869,-8.656882,9.017,False
436,39.267345,-8.655553,9.153,False
437,39.26882,-8.654223,10.529,False
438,39.270296,-8.652893,13.798,False
439,39.271771,-8.651564,9.186,False
440,39.273246,-8.650234,23.771,False
441,39.274722,-8.648905,24.412,False
442,39.276197,-8.647575,12.123,False
443,39.277673,-8.646246,9.877,False
444,39.279148,-8.644916,12.149,False
445,39.280623,-8.643586,21.817,False
446,39.282099,-8.642257,28.422,False
447,39.283574,-8.640927,36.192,False
448,39.28505,-8.639598,42.63,False
449,39.286525,-8.638268,47.101,False
450,39.288,-8.636939,42.246,False
451,39.289476,-8.635609,43.01,False
452,39.290951,-8.634279,35.654,False
453,39.292427,-8.63295,24.44,False
454,39.293902,-8.63162,31.264,False
455,39.295378,-8.630291,30.72,False
456,39.296853,-8.628961,26.02,False
457,39.298328,-8.627632,36.345,False
458,39.299804,-8.626302,38.806,False
459,39.301279,-8.624972,34.699,False
460,39.302755,-8.623643,34.269,False
461,39.30423,-8.622313,38.302,False
462,39.305705,-8.620984,43.442,False
463,39.307181,-8.619654,56.139,False
464,39.308656,-8.618325,60.653,False
465,39.310132,-8.616995,62.792,False
466,39.311607,-8.615665,53.189,False
467,39.313082,-8.614336,45.438,False
468,39.314558,-8.613006,41.685,False
469,39.316033,-8.611677,23.756,False
470,39.317509,-8.610347,27.037,False
471,39.318984,-8.609018,39.701,False
472,39.32046,-8.607688,31.278,False
