port,scenario,variant,year,slr_m,return_period_yr,closure_days_yr,annual_cost_low_eur,annual_cost_mid_eur,annual_cost_high_eur,cumulative_cost_mid_eur
Lisbon,SSP5-8.5,Baseline,2031,0.1435,3.6985,1.044,2087891.0,3653809.0,5741700.0,18713168.0
Lisbon,SSP5-8.5,Baseline,2032,0.157,3.3681,1.17,2340797.0,4096394.0,6437191.0,22809562.0
Lisbon,SSP5-8.5,Baseline,2033,0.1705,3.0672,1.312,2623229.0,4590650.0,7213879.0,27400213.0
Lisbon,SSP5-8.5,Baseline,2034,0.184,2.7932,1.469,2938546.0,5142456.0,8081002.0,32542669.0
Lisbon,SSP5-8.5,Baseline,2035,0.1975,2.5437,1.645,3290483.0,5758346.0,9048829.0,38301015.0
Lisbon,SSP5-8.5,Baseline,2036,0.211,2.3165,1.842,3683190.0,6445583.0,10128773.0,44746598.0
Lisbon,SSP5-8.5,Baseline,2037,0.2245,2.1095,2.061,4121279.0,7212238.0,11333516.0,51958835.0
Lisbon,SSP5-8.5,Baseline,2038,0.238,1.9211,2.305,4609873.0,8067278.0,12677152.0,60026114.0
Lisbon,SSP5-8.5,Baseline,2039,0.2515,1.7495,2.577,5154668.0,9020668.0,14175336.0,69046782.0
Lisbon,SSP5-8.5,Baseline,2040,0.265,1.5932,2.881,5761986.0,10083475.0,15845460.0,79130257.0
Lisbon,SSP5-8.5,Baseline,2041,0.2785,1.4509,3.219,6438851.0,11267990.0,17706841.0,90398247.0
Lisbon,SSP5-8.5,Baseline,2042,0.292,1.3213,3.597,7193065.0,12587865.0,19780930.0,102986111.0
Lisbon,SSP5-8.5,Baseline,2043,0.3055,1.2032,4.017,8033290.0,14058257.0,22091547.0,117044368.0
Lisbon,SSP5-8.5,Baseline,2044,0.319,1.0958,4.485,8969141.0,15695996.0,24665137.0,132740364.0
Lisbon,SSP5-8.5,Baseline,2045,0.3325,0.9979,5.006,10011294.0,17519765.0,27531059.0,150260129.0
Lisbon,SSP5-8.5,Baseline,2046,0.346,0.9087,5.586,11171600.0,19550301.0,30721901.0,169810430.0
Lisbon,SSP5-8.5,Baseline,2047,0.3595,0.8276,6.232,12463211.0,21810620.0,34273831.0,191621050.0
Lisbon,SSP5-8.5,Baseline,2048,0.373,0.7536,6.95,13900722.0,24326264.0,38226987.0,215947314.0
Lisbon,SSP5-8.5,Baseline,2049,0.3865,0.6863,7.75,15500329.0,27125576.0,42625905.0,243072890.0
Lisbon,SSP5-8.5,Baseline,2050,0.4,0.625,8.64,17280000.0,30240000.0,47520000.0,273312890.0
Lisbon,SSP5-8.5,Baseline,2051,0.412,0.5751,9.515,19029162.0,33301034.0,52330196.0,306613924.0
Lisbon,SSP5-8.5,Baseline,2052,0.424,0.5292,10.476,20951755.0,36665571.0,57617325.0,343279494.0
Lisbon,SSP5-8.5,Baseline,2053,0.436,0.487,11.532,23064703.0,40363231.0,63427935.0,383642726.0
Lisbon,SSP5-8.5,Baseline,2054,0.448,0.4481,12.693,25386566.0,44426491.0,69813057.0,428069217.0
Lisbon,SSP5-8.5,Baseline,2055,0.46,0.4123,13.969,27937688.0,48890954.0,76828641.0,476960170.0
Lisbon,SSP5-8.5,Baseline,2056,0.472,0.3794,15.37,30740370.0,53795648.0,84536018.0,530755818.0
Lisbon,SSP5-8.5,Baseline,2057,0.484,0.3492,16.91,33819059.0,59183354.0,93002413.0,589939172.0
Lisbon,SSP5-8.5,Baseline,2058,0.496,0.3213,18.6,37200550.0,65100963.0,102301513.0,655040134.0
Lisbon,SSP5-8.5,Baseline,2059,0.508,0.2956,20.457,40914209.0,71599865.0,112514074.0,726640000.0
Lisbon,SSP5-8.5,Baseline,2060,0.52,0.272,22.496,44992217.0,78736380.0,123728597.0,805376380.0
Lisbon,SSP5-8.5,Baseline,2061,0.532,0.2503,24.735,49469842.0,86572223.0,136042065.0,891948603.0
Lisbon,SSP5-8.5,Baseline,2062,0.544,0.2304,27.193,54385725.0,95175018.0,149560743.0,987123621.0
Lisbon,SSP5-8.5,Baseline,2063,0.556,0.212,29.891,59782206.0,104618861.0,164401068.0,1091742482.0
Lisbon,SSP5-8.5,Baseline,2064,0.568,0.1951,32.853,65705674.0,114984929.0,180690603.0,1206727412.0
Lisbon,SSP5-8.5,Baseline,2065,0.58,0.1795,36.103,72206946.0,126362155.0,198569101.0,1333089567.0
Lisbon,SSP5-8.5,Baseline,2066,0.592,0.1652,39.671,79341692.0,138847961.0,218189653.0,1471937528.0
Lisbon,SSP5-8.5,Baseline,2067,0.604,0.152,43.585,87170893.0,152549062.0,239719955.0,1624486590.0
Lisbon,SSP5-8.5,Baseline,2068,0.616,0.1398,47.881,95761340.0,167582345.0,263343685.0,1792068935.0
Lisbon,SSP5-8.5,Baseline,2069,0.628,0.1287,52.593,105186189.0,184075830.0,289262018.0,1976144765.0
Lisbon,SSP5-8.5,Baseline,2070,0.64,0.1184,57.763,115525557.0,202169724.0,317695281.0,2178314489.0
Lisbon,SSP5-8.5,Baseline,2071,0.652,0.109,63.434,126867183.0,222017570.0,348884753.0,2400332060.0
Lisbon,SSP5-8.5,Baseline,2072,0.664,0.1003,69.654,139307147.0,243787507.0,383094654.0,2644119567.0
Lisbon,SSP5-8.5,Baseline,2073,0.676,0.0923,76.475,152950654.0,267663645.0,420614299.0,2911783211.0
Lisbon,SSP5-8.5,Baseline,2074,0.688,0.0849,83.956,167912898.0,293847571.0,461760469.0,3205630782.0
Lisbon,SSP5-8.5,Baseline,2075,0.7,0.0781,92.16,184320000.0,322560000.0,506880000.0,3528190782.0
Lisbon,SSP5-8.5,Baseline,2076,0.712,0.0719,101.155,202310040.0,354042569.0,556352609.0,3882233352.0
Lisbon,SSP5-8.5,Baseline,2077,0.724,0.0662,111.017,222034179.0,388559813.0,610593991.0,4270793164.0
Lisbon,SSP5-8.5,Baseline,2078,0.736,0.0609,121.829,243657893.0,426401313.0,670059207.0,4697194478.0
Lisbon,SSP5-8.5,Baseline,2079,0.748,0.056,133.681,267362319.0,467884058.0,735246376.0,5165078535.0
Lisbon,SSP5-8.5,Baseline,2080,0.76,0.0515,146.673,293345721.0,513355012.0,806700734.0,5678433548.0
Lisbon,SSP5-8.5,Baseline,2081,0.772,0.0474,160.913,321825108.0,563193939.0,885019047.0,6241627487.0
Lisbon,SSP5-8.5,Baseline,2082,0.784,0.0436,176.519,353037985.0,617816474.0,970854459.0,6859443961.0
Lisbon,SSP5-8.5,Baseline,2083,0.796,0.0402,193.622,387244281.0,677677492.0,1064921774.0,7537121453.0
Lisbon,SSP5-8.5,Baseline,2084,0.808,0.037,212.364,424728452.0,743274791.0,1168003244.0,8280396245.0
Lisbon,SSP5-8.5,Baseline,2085,0.82,0.034,232.901,465801778.0,815153111.0,1280954889.0,9095549356.0
Lisbon,SSP5-8.5,Baseline,2086,0.832,0.0313,255.402,510804877.0,893908534.0,1404713411.0,9989457890.0
Lisbon,SSP5-8.5,Baseline,2087,0.844,0.0288,280.055,560110454.0,980193294.0,1540303747.0,10969651184.0
Lisbon,SSP5-8.5,Baseline,2088,0.856,0.0265,307.063,614126303.0,1074721030.0,1688847333.0,12044372214.0
Lisbon,SSP5-8.5,Baseline,2089,0.868,0.0244,336.649,673298591.0,1178272535.0,1851571126.0,13222644748.0
Lisbon,SSP5-8.5,Baseline,2090,0.88,0.0224,365.0,730000000.0,1277500000.0,2007500000.0,14500144748.0
Lisbon,SSP5-8.5,Baseline,2091,0.892,0.0206,365.0,730000000.0,1277500000.0,2007500000.0,15777644748.0
Lisbon,SSP5-8.5,Baseline,2092,0.904,0.019,365.0,730000000.0,1277500000.0,2007500000.0,17055144748.0
Lisbon,SSP5-8.5,Baseline,2093,0.916,0.0175,365.0,730000000.0,1277500000.0,2007500000.0,18332644748.0
Lisbon,SSP5-8.5,Baseline,2094,0.928,0.0161,365.0,730000000.0,1277500000.0,2007500000.0,19610144748.0
Lisbon,SSP5-8.5,Baseline,2095,0.94,0.0148,365.0,730000000.0,1277500000.0,2007500000.0,20887644748.0
Lisbon,SSP5-8.5,Baseline,2096,0.952,0.0136,365.0,730000000.0,1277500000.0,2007500000.0,22165144748.0
Lisbon,SSP5-8.5,Baseline,2097,0.964,0.0125,365.0,730000000.0,1277500000.0,2007500000.0,23442644748.0
Lisbon,SSP5-8.5,Baseline,2098,0.976,0.0115,365.0,730000000.0,1277500000.0,2007500000.0,24720144748.0
Lisbon,SSP5-8.5,Baseline,2099,0.988,0.0106,365.0,730000000.0,1277500000.0,2007500000.0,25997644748.0
Lisbon,SSP5-8.5,Baseline,2100,1.0,0.0098,365.0,730000000.0,1277500000.0,2007500000.0,27275144748.0
Lisbon,SSP5-8.5,+Geoid,2025,0.14,3.7893,1.013,2026764.0,3546837.0,5573601.0,3546837.0
Lisbon,SSP5-8.5,+Geoid,2026,0.168,3.1208,1.284,2568550.0,4494963.0,7063514.0,8041801.0
Lisbon,SSP5-8.5,+Geoid,2027,0.196,2.5703,1.625,3249446.0,5686530.0,8935976.0,13728330.0
Lisbon,SSP5-8.5,+Geoid,2028,0.224,2.1169,2.052,4104186.0,7182325.0,11286511.0,20910655.0
Lisbon,SSP5-8.5,+Geoid,2029,0.252,1.7434,2.588,5176005.0,9058009.0,14234013.0,29968664.0
Lisbon,SSP5-8.5,+Geoid,2030,0.28,1.4359,3.259,6518683.0,11407695.0,17926377.0,41376359.0
Lisbon,SSP5-8.5,+Geoid,2031,0.2935,1.3076,3.641,7282009.0,12743516.0,20025525.0,54119874.0
Lisbon,SSP5-8.5,+Geoid,2032,0.307,1.1908,4.066,8132365.0,14231639.0,22364004.0,68351513.0
Lisbon,SSP5-8.5,+Geoid,2033,0.3205,1.0844,4.54,9079480.0,15889090.0,24968569.0,84240603.0
Lisbon,SSP5-8.5,+Geoid,2034,0.334,0.9876,5.067,10134154.0,17734769.0,27868922.0,101975372.0
Lisbon,SSP5-8.5,+Geoid,2035,0.3475,0.8993,5.654,11308375.0,19789656.0,31098030.0,121765027.0
Lisbon,SSP5-8.5,+Geoid,2036,0.361,0.819,6.308,12615448.0,22077034.0,34692482.0,143842062.0
Lisbon,SSP5-8.5,+Geoid,2037,0.3745,0.7458,7.035,14070139.0,24622744.0,38692883.0,168464805.0
Lisbon,SSP5-8.5,+Geoid,2038,0.388,0.6792,7.844,15688831.0,27455455.0,43144286.0,195920260.0
Lisbon,SSP5-8.5,+Geoid,2039,0.4015,0.6185,8.745,17489702.0,30606978.0,48096680.0,226527239.0
Lisbon,SSP5-8.5,+Geoid,2040,0.415,0.5633,9.746,19492916.0,34112604.0,53605520.0,260639842.0
Lisbon,SSP5-8.5,+Geoid,2041,0.4285,0.513,10.86,21720843.0,38011476.0,59732319.0,298651318.0
Lisbon,SSP5-8.5,+Geoid,2042,0.442,0.4671,12.099,24198293.0,42347013.0,66545306.0,340998331.0
Lisbon,SSP5-8.5,+Geoid,2043,0.4555,0.4254,13.476,26952780.0,47167365.0,74120145.0,388165696.0
Lisbon,SSP5-8.5,+Geoid,2044,0.469,0.3874,15.007,30014817.0,52525930.0,82540747.0,440691626.0
Lisbon,SSP5-8.5,+Geoid,2045,0.4825,0.3528,16.709,33418237.0,58481915.0,91900152.0,499173541.0
Lisbon,SSP5-8.5,+Geoid,2046,0.496,0.3213,18.6,37200550.0,65100963.0,102301513.0,564274504.0
Lisbon,SSP5-8.5,+Geoid,2047,0.5095,0.2926,20.702,41403342.0,72455848.0,113859190.0,636730352.0
Lisbon,SSP5-8.5,+Geoid,2048,0.523,0.2664,23.036,46072710.0,80627242.0,126699952.0,717357594.0
Lisbon,SSP5-8.5,+Geoid,2049,0.5365,0.2426,25.63,51259749.0,89704562.0,140964311.0,807062156.0
Lisbon,SSP5-8.5,+Geoid,2050,0.55,0.221,28.511,57021091.0,99786909.0,156808000.0,906849065.0
Lisbon,SSP5-8.5,+Geoid,2051,0.562,0.2033,31.337,62674999.0,109681249.0,172356248.0,1016530314.0
Lisbon,SSP5-8.5,+Geoid,2052,0.574,0.1871,34.44,68880724.0,120541267.0,189421991.0,1137071581.0
Lisbon,SSP5-8.5,+Geoid,2053,0.586,0.1722,37.846,75691454.0,132460044.0,208151498.0,1269531625.0
Lisbon,SSP5-8.5,+Geoid,2054,0.598,0.1584,41.583,83165454.0,145539544.0,228704997.0,1415071168.0
Lisbon,SSP5-8.5,+Geoid,2055,0.61,0.1458,45.683,91366544.0,159891452.0,251257996.0,1574962620.0
Lisbon,SSP5-8.5,+Geoid,2056,0.622,0.1342,50.182,100364627.0,175638098.0,276002725.0,1750600718.0
Lisbon,SSP5-8.5,+Geoid,2057,0.634,0.1234,55.118,110236261.0,192913456.0,303149717.0,1943514174.0
Lisbon,SSP5-8.5,+Geoid,2058,0.646,0.1136,60.533,121065287.0,211864252.0,332929539.0,2155378426.0
Lisbon,SSP5-8.5,+Geoid,2059,0.658,0.1045,66.472,132943521.0,232651162.0,365594683.0,2388029588.0
Lisbon,SSP5-8.5,+Geoid,2060,0.67,0.0962,72.986,145971503.0,255450130.0,401421632.0,2643479718.0
Lisbon,SSP5-8.5,+Geoid,2061,0.682,0.0885,80.13,160259319.0,280453808.0,440713127.0,2923933526.0
Lisbon,SSP5-8.5,+Geoid,2062,0.694,0.0814,87.964,175927505.0,307873133.0,483800638.0,3231806659.0
Lisbon,SSP5-8.5,+Geoid,2063,0.706,0.0749,96.554,193108025.0,337939045.0,531047070.0,3569745704.0
Lisbon,SSP5-8.5,+Geoid,2064,0.718,0.069,105.973,211945355.0,370904371.0,582849727.0,3940650075.0
Lisbon,SSP5-8.5,+Geoid,2065,0.73,0.0635,116.299,232597652.0,407045891.0,639643542.0,4347695966.0
Lisbon,SSP5-8.5,+Geoid,2066,0.742,0.0584,127.619,255238045.0,446666579.0,701904624.0,4794362545.0
Lisbon,SSP5-8.5,+Geoid,2067,0.754,0.0537,140.028,280056044.0,490098077.0,770154121.0,5284460622.0
Lisbon,SSP5-8.5,+Geoid,2068,0.766,0.0494,153.63,307259075.0,537703381.0,844962456.0,5822164003.0
Lisbon,SSP5-8.5,+Geoid,2069,0.778,0.0455,168.537,337074164.0,589879787.0,926953951.0,6412043790.0
Lisbon,SSP5-8.5,+Geoid,2070,0.79,0.0419,184.875,369749778.0,647062112.0,1016811890.0,7059105902.0
Lisbon,SSP5-8.5,+Geoid,2071,0.802,0.0385,202.779,405557835.0,709726210.0,1115284045.0,7768832112.0
Lisbon,SSP5-8.5,+Geoid,2072,0.814,0.0354,222.398,444795901.0,778392826.0,1223188727.0,8547224938.0
Lisbon,SSP5-8.5,+Geoid,2073,0.826,0.0326,243.895,487789597.0,853631795.0,1341421393.0,9400856734.0
Lisbon,SSP5-8.5,+Geoid,2074,0.838,0.03,267.448,534895228.0,936066648.0,1470961876.0,10336923382.0
Lisbon,SSP5-8.5,+Geoid,2075,0.85,0.0276,293.251,586502649.0,1026379635.0,1612882284.0,11363303017.0
Lisbon,SSP5-8.5,+Geoid,2076,0.862,0.0254,321.519,643038412.0,1125317221.0,1768355633.0,12488620238.0
Lisbon,SSP5-8.5,+Geoid,2077,0.874,0.0234,352.485,704969196.0,1233696094.0,1938665290.0,13722316331.0
Lisbon,SSP5-8.5,+Geoid,2078,0.886,0.0215,365.0,730000000.0,1277500000.0,2007500000.0,14999816331.0
Lisbon,SSP5-8.5,+Geoid,2079,0.898,0.0198,365.0,730000000.0,1277500000.0,2007500000.0,16277316331.0
Lisbon,SSP5-8.5,+Geoid,2080,0.91,0.0182,365.0,730000000.0,1277500000.0,2007500000.0,17554816331.0
Lisbon,SSP5-8.5,+Geoid,2081,0.922,0.0168,365.0,730000000.0,1277500000.0,2007500000.0,18832316331.0
Lisbon,SSP5-8.5,+Geoid,2082,0.934,0.0154,365.0,730000000.0,1277500000.0,2007500000.0,20109816331.0
Lisbon,SSP5-8.5,+Geoid,2083,0.946,0.0142,365.0,730000000.0,1277500000.0,2007500000.0,21387316331.0
Lisbon,SSP5-8.5,+Geoid,2084,0.958,0.0131,365.0,730000000.0,1277500000.0,2007500000.0,22664816331.0
Lisbon,SSP5-8.5,+Geoid,2085,0.97,0.012,365.0,730000000.0,1277500000.0,2007500000.0,23942316331.0
Lisbon,SSP5-8.5,+Geoid,2086,0.982,0.0111,365.0,730000000.0,1277500000.0,2007500000.0,25219816331.0
Lisbon,SSP5-8.5,+Geoid,2087,0.994,0.0102,365.0,730000000.0,1277500000.0,2007500000.0,26497316331.0
Lisbon,SSP5-8.5,+Geoid,2088,1.006,0.0094,365.0,730000000.0,1277500000.0,2007500000.0,27774816331.0
Lisbon,SSP5-8.5,+Geoid,2089,1.018,0.0086,365.0,730000000.0,1277500000.0,2007500000.0,29052316331.0
Lisbon,SSP5-8.5,+Geoid,2090,1.03,0.0079,365.0,730000000.0,1277500000.0,2007500000.0,30329816331.0
Lisbon,SSP5-8.5,+Geoid,2091,1.042,0.0073,365.0,730000000.0,1277500000.0,2007500000.0,31607316331.0
Lisbon,SSP5-8.5,+Geoid,2092,1.054,0.0067,365.0,730000000.0,1277500000.0,2007500000.0,32884816331.0
Lisbon,SSP5-8.5,+Geoid,2093,1.066,0.0062,365.0,730000000.0,1277500000.0,2007500000.0,34162316331.0
Lisbon,SSP5-8.5,+Geoid,2094,1.078,0.0057,365.0,730000000.0,1277500000.0,2007500000.0,35439816331.0
Lisbon,SSP5-8.5,+Geoid,2095,1.09,0.0052,365.0,730000000.0,1277500000.0,2007500000.0,36717316331.0
Lisbon,SSP5-8.5,+Geoid,2096,1.102,0.0048,365.0,730000000.0,1277500000.0,2007500000.0,37994816331.0
Lisbon,SSP5-8.5,+Geoid,2097,1.114,0.0044,365.0,730000000.0,1277500000.0,2007500000.0,39272316331.0
Lisbon,SSP5-8.5,+Geoid,2098,1.126,0.0041,365.0,730000000.0,1277500000.0,2007500000.0,40549816331.0
Lisbon,SSP5-8.5,+Geoid,2099,1.138,0.0038,365.0,730000000.0,1277500000.0,2007500000.0,41827316331.0
Lisbon,SSP5-8.5,+Geoid,2100,1.15,0.0035,365.0,730000000.0,1277500000.0,2007500000.0,43104816331.0
Setúbal,SSP1-2.6,Baseline,2025,0.035,9.415,0.341,511417.0,852362.0,1534252.0,852362.0
Setúbal,SSP1-2.6,Baseline,2026,0.042,8.9691,0.363,543868.0,906446.0,1631603.0,1758808.0
Setúbal,SSP1-2.6,Baseline,2027,0.049,8.5443,0.386,578280.0,963800.0,1734841.0,2722609.0
Setúbal,SSP1-2.6,Baseline,2028,0.056,8.1396,0.41,614770.0,1024617.0,1844311.0,3747226.0
Setúbal,SSP1-2.6,Baseline,2029,0.063,7.7541,0.436,653459.0,1089099.0,1960378.0,4836325.0
Setúbal,SSP1-2.6,Baseline,2030,0.07,7.3869,0.463,694476.0,1157460.0,2083427.0,5993784.0
Setúbal,SSP1-2.6,Baseline,2031,0.0765,7.0614,0.49,734765.0,1224609.0,2204295.0,7218393.0
Setúbal,SSP1-2.6,Baseline,2032,0.083,6.7504,0.518,777293.0,1295488.0,2331879.0,8513881.0
Setúbal,SSP1-2.6,Baseline,2033,0.0895,6.453,0.548,822180.0,1370300.0,2466540.0,9884181.0
Setúbal,SSP1-2.6,Baseline,2034,0.096,6.1687,0.58,869554.0,1449256.0,2608661.0,11333437.0
Setúbal,SSP1-2.6,Baseline,2035,0.1025,5.8969,0.613,919547.0,1532579.0,2758642.0,12866016.0
Setúbal,SSP1-2.6,Baseline,2036,0.109,5.6371,0.648,972302.0,1620504.0,2916906.0,14486519.0
Setúbal,SSP1-2.6,Baseline,2037,0.1155,5.3888,0.685,1027967.0,1713278.0,3083900.0,16199797.0
Setúbal,SSP1-2.6,Baseline,2038,0.122,5.1514,0.724,1086696.0,1811161.0,3260089.0,18010958.0
Setúbal,SSP1-2.6,Baseline,2039,0.1285,4.9244,0.766,1148656.0,1914427.0,3445969.0,19925385.0
Setúbal,SSP1-2.6,Baseline,2040,0.135,4.7075,0.809,1214019.0,2023365.0,3642057.0,21948750.0
Setúbal,SSP1-2.6,Baseline,2041,0.1415,4.5001,0.855,1282967.0,2138278.0,3848900.0,24087027.0
Setúbal,SSP1-2.6,Baseline,2042,0.148,4.3019,0.904,1355691.0,2259485.0,4067073.0,26346512.0
Setúbal,SSP1-2.6,Baseline,2043,0.1545,4.1123,0.955,1432393.0,2387322.0,4297180.0,28733834.0
Setúbal,SSP1-2.6,Baseline,2044,0.161,3.9312,1.009,1513286.0,2522143.0,4539858.0,31255978.0
Setúbal,SSP1-2.6,Baseline,2045,0.1675,3.758,1.066,1598593.0,2664321.0,4795778.0,33920298.0
Setúbal,SSP1-2.6,Baseline,2046,0.174,3.5924,1.126,1688548.0,2814246.0,5065643.0,36734545.0
Setúbal,SSP1-2.6,Baseline,2047,0.1805,3.4342,1.189,1783399.0,2972332.0,5350197.0,39706876.0
Setúbal,SSP1-2.6,Baseline,2048,0.187,3.2829,1.256,1883407.0,3139011.0,5650220.0,42845887.0
Setúbal,SSP1-2.6,Baseline,2049,0.1935,3.1383,1.326,1988844.0,3314740.0,5966533.0,46160628.0
Setúbal,SSP1-2.6,Baseline,2050,0.2,3.0,1.4,2100000.0,3500000.0,6300000.0,49660628.0
Setúbal,SSP1-2.6,Baseline,2051,0.204,2.918,1.448,2171376.0,3618961.0,6514129.0,53279589.0
Setúbal,SSP1-2.6,Baseline,2052,0.208,2.8382,1.497,2245106.0,3741844.0,6735319.0,57021432.0
Setúbal,SSP1-2.6,Baseline,2053,0.212,2.7606,1.548,2321266.0,3868776.0,6963797.0,60890209.0
Setúbal,SSP1-2.6,Baseline,2054,0.216,2.6851,1.6,2399933.0,3999888.0,7199798.0,64890096.0
Setúbal,SSP1-2.6,Baseline,2055,0.22,2.6117,1.654,2481188.0,4135314.0,7443565.0,69025411.0
Setúbal,SSP1-2.6,Baseline,2056,0.224,2.5402,1.71,2565116.0,4275193.0,7695348.0,73300604.0
Setúbal,SSP1-2.6,Baseline,2057,0.228,2.4708,1.768,2651802.0,4419669.0,7955405.0,77720273.0
Setúbal,SSP1-2.6,Baseline,2058,0.232,2.4032,1.828,2741334.0,4568890.0,8224002.0,82289163.0
Setúbal,SSP1-2.6,Baseline,2059,0.236,2.3375,1.889,2833804.0,4723007.0,8501413.0,87012170.0
Setúbal,SSP1-2.6,Baseline,2060,0.24,2.2736,1.953,2929308.0,4882179.0,8787923.0,91894350.0
Setúbal,SSP1-2.6,Baseline,2061,0.244,2.2114,2.019,3027941.0,5046568.0,9083823.0,96940918.0
Setúbal,SSP1-2.6,Baseline,2062,0.248,2.1509,2.087,3129805.0,5216341.0,9389414.0,102157259.0
Setúbal,SSP1-2.6,Baseline,2063,0.252,2.0921,2.157,3235003.0,5391672.0,9705009.0,107548931.0
Setúbal,SSP1-2.6,Baseline,2064,0.256,2.0349,2.229,3343643.0,5572738.0,10030928.0,113121669.0
Setúbal,SSP1-2.6,Baseline,2065,0.26,1.9793,2.304,3455834.0,5759723.0,10367501.0,118881391.0
Setúbal,SSP1-2.6,Baseline,2066,0.264,1.9251,2.381,3571690.0,5952817.0,10715071.0,124834209.0
Setúbal,SSP1-2.6,Baseline,2067,0.268,1.8725,2.461,3691330.0,6152217.0,11073990.0,130986426.0
Setúbal,SSP1-2.6,Baseline,2068,0.272,1.8213,2.543,3814874.0,6358123.0,11444621.0,137344548.0
Setúbal,SSP1-2.6,Baseline,2069,0.276,1.7715,2.628,3942446.0,6570744.0,11827339.0,143915292.0
Setúbal,SSP1-2.6,Baseline,2070,0.28,1.723,2.716,4074177.0,6790294.0,12222530.0,150705586.0
Setúbal,SSP1-2.6,Baseline,2071,0.284,1.6759,2.807,4210198.0,7016997.0,12630594.0,157722583.0
Setúbal,SSP1-2.6,Baseline,2072,0.288,1.6301,2.9,4350647.0,7251079.0,13051942.0,164973661.0
Setúbal,SSP1-2.6,Baseline,2073,0.292,1.5855,2.997,4495666.0,7492777.0,13486998.0,172466438.0
Setúbal,SSP1-2.6,Baseline,2074,0.296,1.5422,3.097,4645400.0,7742333.0,13936200.0,180208771.0
Setúbal,SSP1-2.6,Baseline,2075,0.3,1.5,3.2,4800000.0,8000000.0,14400000.0,188208771.0
Setúbal,SSP1-2.6,Baseline,2076,0.304,1.459,3.306,4959621.0,8266035.0,14878863.0,196474807.0
Setúbal,SSP1-2.6,Baseline,2077,0.308,1.4191,3.416,5124423.0,8540706.0,15373270.0,205015512.0
Setúbal,SSP1-2.6,Baseline,2078,0.312,1.3803,3.53,5294572.0,8824287.0,15883717.0,213839799.0
Setúbal,SSP1-2.6,Baseline,2079,0.316,1.3425,3.647,5470238.0,9117063.0,16410713.0,222956862.0
Setúbal,SSP1-2.6,Baseline,2080,0.32,1.3058,3.768,5651596.0,9419327.0,16954788.0,232376189.0
Setúbal,SSP1-2.6,Baseline,2081,0.324,1.2701,3.893,5838828.0,9731380.0,17516483.0,242107568.0
Setúbal,SSP1-2.6,Baseline,2082,0.328,1.2354,4.021,6032120.0,10053534.0,18096361.0,252161102.0
Setúbal,SSP1-2.6,Baseline,2083,0.332,1.2016,4.154,6231666.0,10386110.0,18694998.0,262547212.0
Setúbal,SSP1-2.6,Baseline,2084,0.336,1.1687,4.292,6437664.0,10729441.0,19312993.0,273276653.0
Setúbal,SSP1-2.6,Baseline,2085,0.34,1.1368,4.434,6650320.0,11083866.0,19950960.0,284360519.0
Setúbal,SSP1-2.6,Baseline,2086,0.344,1.1057,4.58,6869844.0,11449741.0,20609533.0,295810260.0
Setúbal,SSP1-2.6,Baseline,2087,0.348,1.0755,4.731,7096456.0,11827426.0,21289367.0,307637686.0
Setúbal,SSP1-2.6,Baseline,2088,0.352,1.0461,4.887,7330379.0,12217299.0,21991138.0,319854985.0
Setúbal,SSP1-2.6,Baseline,2089,0.356,1.0175,5.048,7571847.0,12619745.0,22715540.0,332474729.0
Setúbal,SSP1-2.6,Baseline,2090,0.36,0.9896,5.214,7821097.0,13035162.0,23463292.0,345509892.0
Setúbal,SSP1-2.6,Baseline,2091,0.364,0.9626,5.386,8078378.0,13463964.0,24235135.0,358973856.0
Setúbal,SSP1-2.6,Baseline,2092,0.368,0.9362,5.563,8343944.0,13906573.0,25031832.0,372880429.0
Setúbal,SSP1-2.6,Baseline,2093,0.372,0.9106,5.745,8618056.0,14363427.0,25854169.0,387243856.0
Setúbal,SSP1-2.6,Baseline,2094,0.376,0.8857,5.934,8900987.0,14834978.0,26702960.0,402078834.0
Setúbal,SSP1-2.6,Baseline,2095,0.38,0.8615,6.129,9193014.0,15321690.0,27579042.0,417400524.0
Setúbal,SSP1-2.6,Baseline,2096,0.384,0.838,6.33,9494426.0,15824043.0,28483278.0,433224567.0
Setúbal,SSP1-2.6,Baseline,2097,0.388,0.8151,6.537,9805520.0,16342533.0,29416559.0,449567100.0
Setúbal,SSP1-2.6,Baseline,2098,0.392,0.7928,6.751,10126601.0,16877668.0,30379803.0,466444768.0
Setúbal,SSP1-2.6,Baseline,2099,0.396,0.7711,6.972,10457986.0,17429977.0,31373958.0,483874745.0
Setúbal,SSP1-2.6,Baseline,2100,0.4,0.75,7.2,10800000.0,18000000.0,32400000.0,501874745.0
Setúbal,SSP1-2.6,+Geoid,2025,0.11,5.5982,0.654,980673.0,1634455.0,2942018.0,1634455.0
Setúbal,SSP1-2.6,+Geoid,2026,0.132,4.8064,0.789,1183417.0,1972362.0,3550252.0,3606817.0
Setúbal,SSP1-2.6,+Geoid,2027,0.154,4.1266,0.951,1426347.0,2377245.0,4279041.0,5984062.0
Setúbal,SSP1-2.6,+Geoid,2028,0.176,3.543,1.145,1717199.0,2861999.0,5151598.0,8846061.0
Setúbal,SSP1-2.6,+Geoid,2029,0.198,3.0419,1.377,2065171.0,3441952.0,6195514.0,12288013.0
