section,section_type,scenario,variant,year,slr_m,return_period_yr,closure_days_yr,annual_cost_mid_eur,annual_cost_low_eur,annual_cost_high_eur,cumulative_cost_mid_eur,cumulative_cost_low_eur,cumulative_cost_high_eur,barrier_breached,option,annual_cost_low_M,annual_cost_mid_M,annual_cost_hi_M,cum_cost_low_bn,cum_cost_mid_bn,cum_cost_hi_bn,port
Portimão/Arade (railway),Railway,SSP5-8.5,+geoid,2096,1.102,,0.1996,,,,,,,,C,0.0007,0.0014,0.0034,0.0,0.0,0.0,
Portimão/Arade (railway),Railway,SSP5-8.5,+geoid,2097,1.114,,0.2185,,,,,,,,C,0.0008,0.0016,0.0037,0.0,0.0,0.0,
Portimão/Arade (railway),Railway,SSP5-8.5,+geoid,2098,1.126,,0.2393,,,,,,,,C,0.0009,0.0017,0.0041,0.0,0.0,0.0,
Portimão/Arade (railway),Railway,SSP5-8.5,+geoid,2099,1.138,,0.2619,,,,,,,,C,0.0009,0.0019,0.0045,0.0,0.0,0.0001,
Portimão/Arade (railway),Railway,SSP5-8.5,+geoid,2100,1.15,,0.2867,,,,,,,,C,0.001,0.0021,0.0049,0.0,0.0,0.0001,
Leixões,Port,SSP1-2.6,Baseline,2025,0.035,15.6917,0.136,409134.0,204567.0,681890.0,409134.0,,,,,,,,,,,Leixões
Leixões,Port,SSP1-2.6,Baseline,2026,0.042,14.9485,0.145,435094.0,217547.0,725157.0,844228.0,,,,,,,,,,,Leixões
Leixões,Port,SSP1-2.6,Baseline,2027,0.049,14.2405,0.154,462624.0,231312.0,771040.0,1306852.0,,,,,,,,,,,Leixões
Leixões,Port,SSP1-2.6,Baseline,2028,0.056,13.566,0.164,491816.0,245908.0,819694.0,1798668.0,,,,,,,,,,,Leixões
Leixões,Port,SSP1-2.6,Baseline,2029,0.063,12.9235,0.174,522767.0,261384.0,871279.0,2321436.0,,,,,,,,,,,Leixões
Leixões,Port,SSP1-2.6,Baseline,2030,0.07,12.3114,0.185,555581.0,277790.0,925968.0,2877016.0,,,,,,,,,,,Leixões
Leixões,Port,SSP1-2.6,Baseline,2031,0.0765,11.7691,0.196,587812.0,293906.0,979687.0,3464829.0,,,,,,,,,,,Leixões
Leixões,Port,SSP1-2.6,Baseline,2032,0.083,11.2506,0.207,621834.0,310917.0,1036391.0,4086663.0,,,,,,,,,,,Leixões
Leixões,Port,SSP1-2.6,Baseline,2033,0.0895,10.7549,0.219,657744.0,328872.0,1096240.0,4744407.0,,,,,,,,,,,Leixões
Leixões,Port,SSP1-2.6,Baseline,2034,0.096,10.2811,0.232,695643.0,347821.0,1159405.0,5440050.0,,,,,,,,,,,Leixões
Leixões,Port,SSP1-2.6,Baseline,2035,0.1025,9.8282,0.245,735638.0,367819.0,1226063.0,6175688.0,,,,,,,,,,,Leixões
Leixões,Port,SSP1-2.6,Baseline,2036,0.109,9.3952,0.259,777842.0,388921.0,1296403.0,6953529.0,,,,,,,,,,,Leixões
Leixões,Port,SSP1-2.6,Baseline,2037,0.1155,8.9813,0.274,822373.0,411187.0,1370622.0,7775902.0,,,,,,,,,,,Leixões
Leixões,Port,SSP1-2.6,Baseline,2038,0.122,8.5857,0.29,869357.0,434679.0,1448929.0,8645260.0,,,,,,,,,,,Leixões
Leixões,Port,SSP1-2.6,Baseline,2039,0.1285,8.2074,0.306,918925.0,459463.0,1531542.0,9564185.0,,,,,,,,,,,Leixões
Leixões,Port,SSP1-2.6,Baseline,2040,0.135,7.8458,0.324,971215.0,485608.0,1618692.0,10535400.0,,,,,,,,,,,Leixões
Leixões,Port,SSP1-2.6,Baseline,2041,0.1415,7.5002,0.342,1026373.0,513187.0,1710622.0,11561773.0,,,,,,,,,,,Leixões
Leixões,Port,SSP1-2.6,Baseline,2042,0.148,7.1698,0.362,1084553.0,542276.0,1807588.0,12646326.0,,,,,,,,,,,Leixões
Leixões,Port,SSP1-2.6,Baseline,2043,0.1545,6.8539,0.382,1145915.0,572957.0,1909858.0,13792240.0,,,,,,,,,,,Leixões
Leixões,Port,SSP1-2.6,Baseline,2044,0.161,6.552,0.404,1210629.0,605314.0,2017715.0,15002869.0,,,,,,,,,,,Leixões
Leixões,Port,SSP1-2.6,Baseline,2045,0.1675,6.2633,0.426,1278874.0,639437.0,2131457.0,16281743.0,,,,,,,,,,,Leixões
Leixões,Port,SSP1-2.6,Baseline,2046,0.174,5.9874,0.45,1350838.0,675419.0,2251397.0,17632581.0,,,,,,,,,,,Leixões
Leixões,Port,SSP1-2.6,Baseline,2047,0.1805,5.7236,0.476,1426719.0,713360.0,2377865.0,19059301.0,,,,,,,,,,,Leixões
Leixões,Port,SSP1-2.6,Baseline,2048,0.187,5.4715,0.502,1506725.0,753363.0,2511209.0,20566026.0,,,,,,,,,,,Leixões
Leixões,Port,SSP1-2.6,Baseline,2049,0.1935,5.2304,0.53,1591075.0,795538.0,2651792.0,22157101.0,,,,,,,,,,,Leixões
