idx,lat,lon,elev_m,below_threshold,flood_zone
249,39.011992,-8.96341,5.129,False,"Carregado / Azambuja (events: 2022, 2026)"
250,39.01284,-8.963025,7.225,False,"Carregado / Azambuja (events: 2022, 2026)"
251,39.013688,-8.96264,7.269,False,"Carregado / Azambuja (events: 2022, 2026)"
252,39.014536,-8.962254,7.189,False,"Carregado / Azambuja (events: 2022, 2026)"
253,39.015384,-8.961869,7.888,False,"Carregado / Azambuja (events: 2022, 2026)"
254,39.016232,-8.961484,8.474,False,"Carregado / Azambuja (events: 2022, 2026)"
255,39.01708,-8.961098,9.127,False,"Carregado / Azambuja (events: 2022, 2026)"
256,39.017928,-8.960713,11.373,False,"Carregado / Azambuja (events: 2022, 2026)"
257,39.018776,-8.960328,8.698,False,"Carregado / Azambuja (events: 2022, 2026)"
258,39.019624,-8.959942,7.505,False,"Carregado / Azambuja (events: 2022, 2026)"
259,39.020472,-8.959557,10.207,False,"Carregado / Azambuja (events: 2022, 2026)"
260,39.02132,-8.959172,12.943,False,"Carregado / Azambuja (events: 2022, 2026)"
261,39.022168,-8.958787,11.162,False,"Carregado / Azambuja (events: 2022, 2026)"
262,39.023017,-8.958401,6.446,False,"Carregado / Azambuja (events: 2022, 2026)"
263,39.023865,-8.958016,4.357,True,"Carregado / Azambuja (events: 2022, 2026)"
264,39.024713,-8.957631,4.514,True,"Carregado / Azambuja (events: 2022, 2026)"
265,39.025561,-8.957245,7.136,False,"Carregado / Azambuja (events: 2022, 2026)"
266,39.026409,-8.95686,13.559,False,"Carregado / Azambuja (events: 2022, 2026)"
267,39.027257,-8.956475,12.987,False,"Carregado / Azambuja (events: 2022, 2026)"
268,39.028105,-8.956089,11.51,False,"Carregado / Azambuja (events: 2022, 2026)"
269,39.028953,-8.955704,8.812,False,"Carregado / Azambuja (events: 2022, 2026)"
270,39.029801,-8.955319,11.122,False,"Carregado / Azambuja (events: 2022, 2026)"
271,39.030649,-8.954934,15.667,False,"Carregado / Azambuja (events: 2022, 2026)"
272,39.031497,-8.954548,17.048,False,"Carregado / Azambuja (events: 2022, 2026)"
273,39.032345,-8.954163,14.854,False,"Carregado / Azambuja (events: 2022, 2026)"
274,39.033193,-8.953778,12.042,False,"Carregado / Azambuja (events: 2022, 2026)"
275,39.034041,-8.953392,9.325,False,"Carregado / Azambuja (events: 2022, 2026)"
276,39.034889,-8.953007,11.459,False,"Carregado / Azambuja (events: 2022, 2026)"
277,39.035738,-8.952622,14.839,False,"Carregado / Azambuja (events: 2022, 2026)"
278,39.036586,-8.952236,11.092,False,"Carregado / Azambuja (events: 2022, 2026)"
279,39.037434,-8.951851,6.871,False,"Carregado / Azambuja (events: 2022, 2026)"
280,39.038282,-8.951466,5.064,False,"Carregado / Azambuja (events: 2022, 2026)"
281,39.03913,-8.95108,5.361,False,"Carregado / Azambuja (events: 2022, 2026)"
282,39.039978,-8.950695,4.391,True,"Carregado / Azambuja (events: 2022, 2026)"
283,39.040826,-8.95031,4.297,True,"Carregado / Azambuja (events: 2022, 2026)"
284,39.041674,-8.949925,2.742,True,"Carregado / Azambuja (events: 2022, 2026)"
285,39.042522,-8.949539,3.919,True,"Carregado / Azambuja (events: 2022, 2026)"
286,39.04337,-8.949154,4.052,True,"Carregado / Azambuja (events: 2022, 2026)"
287,39.044218,-8.948769,3.735,True,"Carregado / Azambuja (events: 2022, 2026)"
288,39.045066,-8.948383,5.064,False,"Carregado / Azambuja (events: 2022, 2026)"
289,39.045914,-8.947998,6.016,False,"Carregado / Azambuja (events: 2022, 2026)"
290,39.046762,-8.947613,6.766,False,"Carregado / Azambuja (events: 2022, 2026)"
291,39.04761,-8.947227,7.83,False,"Carregado / Azambuja (events: 2022, 2026)"
292,39.048459,-8.946842,8.025,False,"Carregado / Azambuja (events: 2022, 2026)"
293,39.049307,-8.946457,7.249,False,"Carregado / Azambuja (events: 2022, 2026)"
294,39.050155,-8.946071,9.363,False,"Carregado / Azambuja (events: 2022, 2026)"
295,39.051003,-8.945686,16.129,False,"Carregado / Azambuja (events: 2022, 2026)"
296,39.051851,-8.945301,18.041,False,"Carregado / Azambuja (events: 2022, 2026)"
297,39.052699,-8.944916,8.623,False,"Carregado / Azambuja (events: 2022, 2026)"
298,39.053547,-8.94453,5.319,False,"Carregado / Azambuja (events: 2022, 2026)"
299,39.054395,-8.944145,7.49,False,"Carregado / Azambuja (events: 2022, 2026)"
300,39.055243,-8.94376,10.174,False,"Carregado / Azambuja (events: 2022, 2026)"
301,39.056091,-8.943374,8.444,False,"Carregado / Azambuja (events: 2022, 2026)"
302,39.056939,-8.942989,7.524,False,"Carregado / Azambuja (events: 2022, 2026)"
303,39.057787,-8.942604,9.009,False,"Carregado / Azambuja (events: 2022, 2026)"
304,39.058635,-8.942218,11.601,False,"Carregado / Azambuja (events: 2022, 2026)"
305,39.059483,-8.941833,10.558,False,"Carregado / Azambuja (events: 2022, 2026)"
306,39.060331,-8.941448,11.867,False,"Carregado / Azambuja (events: 2022, 2026)"
307,39.06118,-8.941062,15.007,False,"Carregado / Azambuja (events: 2022, 2026)"
308,39.062028,-8.940677,12.504,False,"Carregado / Azambuja (events: 2022, 2026)"
309,39.062876,-8.940292,11.849,False,"Carregado / Azambuja (events: 2022, 2026)"
310,39.063724,-8.939907,17.698,False,"Carregado / Azambuja (events: 2022, 2026)"
311,39.064572,-8.939521,26.378,False,"Carregado / Azambuja (events: 2022, 2026)"
312,39.06542,-8.939136,28.869,False,"Carregado / Azambuja (events: 2022, 2026)"
313,39.066268,-8.938751,24.08,False,"Carregado / Azambuja (events: 2022, 2026)"
314,39.067116,-8.938365,17.211,False,"Carregado / Azambuja (events: 2022, 2026)"
315,39.067964,-8.93798,12.72,False,"Carregado / Azambuja (events: 2022, 2026)"
